,accountability,category,district,enrollment,name,turnover_rate,type
1047,63,Elementary School1–5,Richland,163,Jefferson Elementary,20.3%,
1048,57,High School9–12,Richland,392,Richland Center High,14.0%,
1049,68,Middle School6–8,Richland,342,Richland Middle,21.1%,
1050,75,Elementary SchoolK4–5,Rio Community,209,Rio Elementary,10.9%,
1051,-,Elementary SchoolK4–2,Ripon Area,261,Barlow Park Elementary,11.0%,
1052,88,Middle School6–8,Ripon Area,125,Catalyst Charter Middle,12.0%,Charter
1053,-,Elementary SchoolK5–2,Ripon Area,129,Journey,4.7%,Charter
1054,68,High School9–12,Ripon Area,67,Lumen Charter High,14.9%,Charter
1055,76,Elementary School3–5,Ripon Area,179,Murray Park Elementary,5.6%,
1056,93,Elementary School3–5,Ripon Area,146,Quest Charter School,2.1%,Charter
1057,67,High School9–12,Ripon Area,486,Ripon High,6.6%,
1058,85,Elementary SchoolK5–5,River Falls,399,Greenwood Elementary,6.3%,
1059,76,Middle School6–8,River Falls,746,Meyer Middle,3.6%,
1060,-,High School9–12,River Falls,28,Renaissance Charter Academy,28.6%,Charter
1061,76,High School9–12,River Falls,944,River Falls High,6.7%,
1062,75,Elementary SchoolK4–6,River Falls,162,River Falls Public Montessori Academy,17.3%,Charter
1063,78,Elementary SchoolPK–5,River Falls,449,Rocky Branch Elementary,6.7%,
1064,81,Elementary SchoolK4–4,River Ridge,199,River Ridge Elementary,3.7%,
1065,55,High School7–12,River Ridge,244,River Ridge Middle/High,4.5%,
1066,69,Elementary SchoolPK–5,River Valley,107,River Valley Arena Community Elementary,17.8%,Charter
1067,75,Elementary SchoolPK–5,River Valley,70,River Valley Elementary Lone Rock,20.3%,Closed
1068,-,Elementary SchoolK4–5,River Valley,76,River Valley Elementary Plain,9.8%,Closed
1069,76,Elementary SchoolK4–5,River Valley,280,River Valley Elementary Spring Green,4.5%,
1070,77,High School9–12,River Valley,439,River Valley High,5.5%,
1071,74,Elementary SchoolK4–6,Riverdale,397,Riverdale Elementary,6.2%,
1072,74,High School9–12,Riverdale,156,Riverdale High,5.1%,
1073,86,Elementary SchoolK4–5,Rosendale-Brandon,172,Brandon Elementary,0.6%,
1074,81,Middle School6–8,Rosendale-Brandon,98,Brandon Middle,3.1%,
1075,-,High School9–12,Rosendale-Brandon,17,Cirrus Charter High,-,Charter
1076,72,High School9–12,Rosendale-Brandon,306,Laconia High,5.6%,
1077,89,Middle School4–8,Rosendale-Brandon,228,Rosendale Intermediate,5.3%,
1078,64,Elementary SchoolK4–5,Rosholt,213,Rosholt Elementary,5.5%,
1079,66,High School9–12,Rosholt,186,Rosholt High,5.4%,
1080,75,Elementary SchoolK4–3,Royall,183,Royall Elementary,11.4%,
1081,59,High School9–12,Royall,149,Royall High,12.8%,
1082,73,Elementary School4–6,Royall,137,Royall Intermediate,5.8%,
1083,-,Elementary/Secondary SchoolK5–12,Saint Croix Central,30,Saint Croix Academy of Virtual Education,43.3%,"Charter
Virtual"
1084,80,Elementary SchoolK4–4,Saint Croix Central,709,Saint Croix Central Elementary,7.1%,
1085,87,High School9–12,Saint Croix Central,419,Saint Croix Central High,5.3%,
1086,93,Elementary SchoolK4–4,Saint Croix Falls,391,Saint Croix Falls Elementary,4.1%,
1087,76,High School9–12,Saint Croix Falls,295,Saint Croix Falls High,8.1%,
1088,74,Elementary School4–8,Saint Francis,329,Deer Creek Intermediate,5.5%,
1089,55,High School9–12,Saint Francis,544,Saint Francis High,7.0%,
1090,-,Elementary SchoolK4–2,Sauk Prairie,535,Bridges Elementary,4.2%,
1091,78,Elementary School3–5,Sauk Prairie,442,Grand Avenue Elementary,6.1%,
1092,77,Elementary SchoolPK–5,Sauk Prairie,109,Merrimac Community,10.1%,Charter
1093,69,High School9–12,Sauk Prairie,840,Sauk Prairie High,5.5%,
1094,72,Middle School6–8,Sauk Prairie,613,Sauk Prairie Middle,2.3%,
1095,85,Elementary SchoolK4–5,Seneca Area,153,Seneca Elementary,3.7%,
1096,58,High School9–12,Seneca Area,92,Seneca High,4.3%,
1097,94,Elementary SchoolK5–5,Sevastopol,238,Sevastopol Elementary,5.9%,
1098,80,High School9–12,Sevastopol,190,Sevastopol High,5.3%,
1099,73,Elementary SchoolK4–8,Seymour Community,436,Black Creek Elementary,8.7%,
1100,69,Elementary SchoolK4–5,Seymour Community,701,Rock Ledge Elementary,8.6%,
1101,67,High School9–12,Seymour Community,715,Seymour High,6.7%,
1102,65,Elementary School3–5,Shawano,551,Brener Elementary,7.4%,
1103,-,Elementary SchoolK4–2,Shawano,559,Hillcrest Primary School,7.9%,
1104,-,Elementary SchoolK4–2,Shawano,71,LEADS Primary Charter School,5.7%,Charter
1105,60,Middle School6–8,Shawano,529,Shawano Community Middle,6.0%,
1106,-,High School9–12,Sheboygan Area,201,Central High,13.4%,Charter
1107,80,Elementary SchoolK4–5,Sheboygan Area,131,Cleveland Elementary,11.2%,
1108,78,Elementary SchoolPK–5,Sheboygan Area,329,Cooper Elementary,14.6%,
1109,64,Elementary SchoolPK–5,Sheboygan Area,161,Elementary School for the Arts and Academics,13.7%,Charter
1110,54,Middle School6–8,Sheboygan Area,549,Farnsworth Middle,9.7%,
1111,58,High School9–12,Sheboygan Area,119,George D Warriner High School for Personalized Learning,14.3%,"Charter
Virtual"
1112,81,Middle School6–8,Sheboygan Area,65,George D Warriner Middle,9.2%,"Charter
Virtual"
1113,82,Elementary SchoolPK–5,Sheboygan Area,415,Grant Elementary,14.7%,
1114,66,Middle School6–8,Sheboygan Area,597,Horace Mann Middle,8.7%,
1115,51,High School9–12,Sheboygan Area,151,IDEAS Academy-Innovation through Design Engineering Arts and Sciences,15.9%,Charter
1116,80,Elementary SchoolPK–5,Sheboygan Area,335,Jackson Elementary,15.8%,
1117,73,Elementary SchoolPK–5,Sheboygan Area,358,James Madison Elementary,10.1%,
1118,68,Elementary SchoolPK–5,Sheboygan Area,381,Jefferson Elementary,17.6%,
1119,69,Elementary SchoolK4–8,Sheboygan Area,408,Lake Country Academy - Charter,9.8%,Charter
1120,90,Elementary SchoolK4–5,Sheboygan Area,447,Lincoln-Erdman Elementary,7.3%,
1121,65,Elementary SchoolK4–5,Sheboygan Area,421,Longfellow Elementary,23.6%,
1122,59,Middle School6–8,Sheboygan Area,102,Mosaic School,20.6%,Charter
1123,65,High School9–12,Sheboygan Area,"1,463",North High,7.4%,
1124,-,Elementary School1–6,Sheboygan Area,27,Northeast Wisconsin Montessori Charter School,51.8%,Charter
1125,79,Elementary SchoolPK–5,Sheboygan Area,277,Pigeon River Elementary,9.8%,
1126,79,Elementary SchoolK4–8,Sheboygan Area,216,Sheboygan Leadership Academy,19.1%,Charter
1127,72,Elementary SchoolPK–5,Sheboygan Area,272,Sheridan Elementary,7.3%,
1128,56,High School9–12,Sheboygan Area,"1,052",South High,14.0%,
1129,66,Middle School6–8,Sheboygan Area,678,Urban Middle,7.5%,
1130,69,Elementary SchoolK4–4,Sheboygan Falls,667,Sheboygan Falls Elementary,3.6%,
1131,68,High School9–12,Sheboygan Falls,532,Sheboygan Falls High,4.7%,
1132,70,Elementary School3–6,Shell Lake,202,Shell Lake Elementary (3-6),5.5%,
1133,72,High School7–12,Shell Lake,281,Shell Lake Junior/Senior High,6.8%,
1134,76,Elementary SchoolK4–8,Shiocton,488,Shiocton Elementary,2.8%,
1135,84,Elementary SchoolK4–6,Shorewood,542,Atwater Elementary,7.2%,
1136,90,Elementary SchoolK4–6,Shorewood,624,Lake Bluff Elementary,7.8%,
1137,-,High School9–12,Shorewood,24,New Horizons for Learning,12.5%,"Charter
Alternative"
1138,81,High School9–12,Shorewood,651,Shorewood High,6.8%,
1139,74,Elementary SchoolK4–5,Shullsburg,192,Shullsburg Elementary,7.9%,
1140,-,High School9–12,Shullsburg,122,Shullsburg High,7.4%,
1141,73,Elementary SchoolK4–5,Siren,241,Siren Elementary,10.8%,
1142,93,Elementary SchoolK4–5,Slinger,496,Addison Elementary,5.7%,
1143,83,Elementary SchoolK4–5,Slinger,401,Allenton Elementary,3.7%,
1144,88,Elementary SchoolK4–5,Slinger,633,Slinger Elementary,5.2%,
1145,79,High School9–12,Slinger,"1,048",Slinger High,2.4%,
1146,84,Elementary SchoolK4–4,Somerset,644,Somerset Elementary,7.2%,
1147,71,High School9–12,Somerset,472,Somerset High,7.0%,
1148,67,Elementary SchoolK4–5,South Milwaukee,373,Blakewood Elementary,9.2%,
1149,85,Elementary SchoolK4–5,South Milwaukee,315,Lakeview Elementary,10.8%,
1150,74,Elementary SchoolK4–5,South Milwaukee,225,Luther Elementary,4.9%,
1151,75,Elementary SchoolK4–5,South Milwaukee,467,Rawson Elementary,16.3%,
1152,62,High School9–12,South Milwaukee,"1,152",South Milwaukee High,5.6%,
1153,81,Elementary SchoolK4–6,South Shore,88,South Shore Elementary,2.5%,
1154,76,Elementary SchoolK4–5,Southern Door County,521,Southern Door Elementary,5.6%,
1155,67,High School9–12,Southern Door County,321,Southern Door High,6.2%,
1156,70,Elementary SchoolK4–8,Southwestern Wisconsin,365,Southwestern Wisconsin Elementary,11.8%,
1157,-,Elementary SchoolK4–3,Sparta Area,84,Cataract Elementary,11.1%,
1158,88,Middle School6–8,Sparta Area,40,Innovations STEM Academy,12.5%,Charter
1159,74,Elementary SchoolK4–6,Sparta Area,176,Lakeview Montessori School,25.3%,Charter
1160,74,Elementary SchoolK5–3,Sparta Area,170,Lawrence-Lawson Elementary,15.3%,
1161,73,Elementary SchoolK5–3,Sparta Area,150,Maplewood Elementary,18.0%,
1162,78,Elementary SchoolK5–3,Sparta Area,195,Southside Elementary,13.9%,
1163,-,High School9–12,Sparta Area,27,Sparta Alternative Independent Learning School,22.2%,"Charter
Alternative"
1164,63,High School9–12,Sparta Area,727,Sparta High,7.7%,
1165,-,High School7–12,Sparta Area,32,Sparta High Point School,6.3%,Charter
1166,72,Middle School4–5,Sparta Area,242,Sparta Meadowview Intermediate,12.0%,
1167,74,Elementary SchoolK4–5,Spencer,327,Spencer Elementary,7.4%,
1168,72,Elementary SchoolK4–4,Spooner Area,389,Spooner Elementary,6.7%,
1169,60,High School9–12,Spooner Area,351,Spooner High,9.4%,
1170,77,Elementary SchoolK4–5,Spring Valley,385,Spring Valley Elementary,5.0%,
1171,69,High School9–12,Spring Valley,209,Spring Valley High,5.7%,
1172,81,Elementary SchoolK5–5,Stanley-Boyd Area,484,Stanley Elementary,7.4%,
1173,77,High School9–12,Stanley-Boyd Area,297,Stanley-Boyd High,7.1%,
1174,90,Elementary SchoolPK–6,Stevens Point Area Public,390,Bannach Elementary,6.4%,
1175,74,Junior High School7–9,Stevens Point Area Public,806,Benjamin Franklin Junior High,5.2%,
1176,-,Junior High School7–9,Stevens Point Area Public,30,CARE Concerned About Reaching Everyone,16.7%,"Charter
Alternative"
1177,-,High School7–12,Stevens Point Area Public,58,Charles F Fernandez Center Alt Learning,15.5%,Alternative
1178,77,Elementary SchoolPK–6,Stevens Point Area Public,260,Jefferson Elementary,10.0%,
1179,78,Elementary SchoolPK–6,Stevens Point Area Public,228,Kennedy Elementary,6.1%,
1180,78,Elementary SchoolPK–6,Stevens Point Area Public,413,Madison Elementary,11.6%,
1181,85,Elementary SchoolPK–6,Stevens Point Area Public,373,McDill Elementary,10.2%,
1182,78,Elementary SchoolPK–6,Stevens Point Area Public,450,McKinley Center,13.1%,
1183,73,Junior High School7–9,Stevens Point Area Public,642,P J Jacobs Junior High,5.5%,
1184,70,Elementary SchoolPK–6,Stevens Point Area Public,455,Plover-Whiting Elementary,11.9%,
1185,70,Middle School6–8,Stevens Point Area Public,95,Point of Discovery School,40.0%,Charter
1186,79,Elementary SchoolPK–6,Stevens Point Area Public,462,Roosevelt Elementary,9.3%,
1187,66,High School10–12,Stevens Point Area Public,"1,539",Stevens Point Area Senior High,12.7%,
1188,76,Elementary SchoolK4–5,Stockbridge,105,Stockbridge Elementary,8.1%,
1189,-,High School9–12,Stockbridge,58,Stockbridge High,3.5%,
1190,72,Elementary SchoolK5–5,Stoughton Area,386,Fox Prairie Elementary,9.8%,
1191,70,Elementary SchoolK5–5,Stoughton Area,370,Kegonsa Elementary,15.7%,
1192,68,Middle School6–8,Stoughton Area,676,River Bluff Middle,4.7%,
1193,78,Elementary SchoolK4–5,Stoughton Area,656,Sandhill Elementary,7.1%,
1194,89,Elementary SchoolK4–5,Stratford,404,Stratford Elementary,5.5%,
1195,70,High School9–12,Stratford,321,Stratford High,5.6%,
1196,-,Elementary School1–2,Sturgeon Bay,131,Sawyer Elementary,8.4%,
1197,67,High School9–12,Sturgeon Bay,395,Sturgeon Bay High,7.1%,
1198,75,Elementary School3–5,Sturgeon Bay,246,Sunrise Elementary,4.9%,
1199,64,Elementary SchoolPK–5,Sun Prairie Area,457,Bird Elementary,14.5%,
1200,64,Middle School8–9,Sun Prairie Area,"1,120",Cardinal Heights Upper Middle,4.5%,
1201,58,Elementary SchoolPK–5,Sun Prairie Area,499,Creekside Elementary,18.7%,
1202,74,Elementary SchoolPK–4,Sun Prairie Area,475,Eastside Elementary,8.3%,
1203,79,Elementary SchoolPK–4,Sun Prairie Area,492,Horizon Elementary,9.3%,
1204,65,Elementary SchoolPK–5,Sun Prairie Area,557,Northside Elementary,12.7%,
1205,72,Middle School5–7,Sun Prairie Area,706,Patrick Marsh Middle,6.7%,
1206,-,Elementary/Secondary School6–12,Sun Prairie Area,101,Prairie Phoenix Academy,30.7%,Alternative
1207,79,Middle School5–7,Sun Prairie Area,657,Prairie View Middle,6.1%,
1208,82,Elementary SchoolPK–5,Sun Prairie Area,511,Royal Oaks Elementary,4.7%,
1209,74,High School10–12,Sun Prairie Area,"1,700",Sun Prairie High,6.9%,
1210,86,Elementary SchoolK4–5,Superior,348,Bryant Elementary,7.7%,
1211,75,Elementary SchoolK4–5,Superior,415,Cooper Elementary,10.9%,
1212,81,Elementary SchoolK4–5,Superior,222,Four Corners Elementary,8.5%,
1213,74,Elementary SchoolK4–5,Superior,451,Great Lakes Elementary,15.3%,
1214,76,Elementary SchoolK4–5,Superior,204,Lake Superior Elementary,10.0%,
1215,69,Elementary SchoolK4–5,Superior,631,Northern Lights Elementary,17.0%,
1216,61,High School9–12,Superior,"1,285",Superior High,8.7%,
1217,71,Elementary SchoolK4–8,Suring Public,261,Suring Elementary,9.2%,
1218,67,Elementary SchoolK4–8,Thorp,415,Thorp Elementary,8.0%,
1219,84,Elementary SchoolK4–6,Three Lakes,104,Sugar Camp Elementary,6.7%,
1220,83,Elementary SchoolK4–6,Three Lakes,172,Three Lakes Elementary,5.3%,
1221,66,High School9–12,Three Lakes,153,Three Lakes High,5.2%,
1222,67,Elementary SchoolK4–5,Tigerton,113,Tigerton Elementary,5.6%,
1223,72,Elementary School3–5,Tomah Area,45,Camp Douglas Elementary,17.8%,
1224,66,Elementary SchoolK4–5,Tomah Area,413,La Grange Elementary,7.9%,
1225,74,Elementary SchoolK4–5,Tomah Area,339,Lemonweir Elementary,37.2%,
1226,71,Elementary SchoolPK–5,Tomah Area,264,Miller Elementary,10.6%,
1227,-,Elementary SchoolK4–2,Tomah Area,56,Oakdale Elementary,20.0%,
1228,-,Elementary/Secondary SchoolK4–12,Tomah Area,44,Robert Kupper Learning Center,15.9%,Alternative
1229,-,Elementary SchoolK4–3,Tomah Area,48,Tomah Area Montessori School,10.5%,Charter
1230,66,High School9–12,Tomah Area,893,Tomah High,10.5%,
1231,71,Middle School6–8,Tomah Area,629,Tomah Middle,8.6%,
1232,79,Elementary SchoolK4–5,Tomah Area,112,Warrens Elementary,12.0%,
1233,89,Elementary SchoolK4–5,Tomahawk,569,Tomahawk Elementary,5.8%,
1234,80,High School9–12,Tomahawk,403,Tomahawk High,7.9%,
1235,72,Elementary SchoolK4–4,Tomorrow River,419,Amherst Elementary,4.7%,
1236,64,High School9–12,Tomorrow River,326,Amherst High,3.7%,
1237,75,Middle School5–8,Tomorrow River,318,Amherst Middle,2.2%,
1238,74,Elementary SchoolK4–4,Tri-County Area,279,Tri-County Elementary,13.8%,
1239,69,High School9–12,Tri-County Area,180,Tri-County High,12.8%,
1240,-,Elementary/Secondary SchoolK4–12,Turtle Lake,7,Laker Online,-,"Charter
Virtual"
1241,77,Elementary SchoolK4–8,Turtle Lake,309,Turtle Lake Elementary,8.2%,
1242,70,Middle School5–8,Two Rivers Public,484,Clarke Middle,6.4%,
1243,64,Elementary SchoolK4–4,Two Rivers Public,279,Koenig Elementary,12.2%,
1244,-,Elementary/Secondary SchoolK4–12,Two Rivers Public,52,Lighthouse Learning Academy,36.0%,"Charter
Virtual"
1245,72,Elementary SchoolK4–4,Two Rivers Public,450,Magee Elementary,10.1%,
1246,70,Elementary SchoolK4–4,Unity,407,Unity Elementary,10.4%,
1247,63,High School9–12,Unity,259,Unity High,8.5%,
1248,77,Elementary SchoolK4–4,Valders Area,394,Valders Elementary,8.3%,
1249,66,High School9–12,Valders Area,364,Valders High,2.8%,
1250,59,Middle School6–8,Verona Area,516,Badger Ridge Middle,5.4%,
1251,76,Elementary SchoolK5–8,Verona Area,419,Core Knowledge Charter School,6.0%,Charter
1252,73,Elementary SchoolK5–5,Verona Area,425,Country View Elementary,13.2%,
1253,-,High School9–12,Verona Area,68,Exploration Academy,8.8%,Charter
1254,79,Elementary SchoolK5–5,Verona Area,579,Glacier Edge Elementary,3.8%,
1255,81,Elementary SchoolK5–5,Verona Area,118,New Century School,8.5%,Charter
1256,71,Middle School6–8,Verona Area,508,Savanna Oaks Middle,5.7%,
1257,81,Elementary SchoolK5–5,Verona Area,378,Stoner Prairie Elementary,17.2%,
1258,72,Elementary SchoolK5–5,Verona Area,492,Sugar Creek Elementary,7.7%,
1259,74,High School9–12,Verona Area,"1,506",Verona Area High,5.2%,
1260,-,High School9–12,Viroqua Area,36,Laurel High,5.6%,Charter
1261,-,High School10–12,Viroqua Area,7,Vernon County Area Better Futures High,-,Charter
1262,-,Elementary SchoolK4–5,Viroqua Area,85,Viroqua Area Montessori School,7.3%,Charter
1263,74,Elementary SchoolK4–4,Viroqua Area,430,Viroqua Elementary,6.8%,
1264,67,High School9–12,Viroqua Area,312,Viroqua High,9.6%,
1265,80,Elementary SchoolK4–6,Wabeno Area,223,Wabeno Elementary,10.8%,
1266,77,Elementary SchoolK4–5,Washburn,262,Washburn Elementary,10.3%,
1267,73,High School9–12,Washburn,184,Washburn High,10.3%,
1268,61,Elementary SchoolK4–8,Washington,56,Washington Island Elementary,5.7%,
1269,87,Elementary SchoolK4–6,Waterford Graded J1,418,Evergreen Elementary,4.0%,
1270,73,Middle School7–8,Waterford Graded J1,355,Fox River Middle,1.7%,
1271,85,Elementary SchoolK4–6,Waterford Graded J1,301,Trailside Elementary,8.7%,
1272,77,Elementary SchoolK4–4,Waterloo,313,Waterloo Elementary,7.7%,
1273,67,High School9–12,Waterloo,269,Waterloo High,4.5%,
1274,70,Elementary School5–6,Waterloo,126,Waterloo Intermediate,5.6%,
1275,73,Elementary SchoolK5–5,Watertown Unified,483,Douglas Elementary,7.4%,
1276,-,High School9–12,Watertown Unified,39,Endeavor Charter School,28.2%,Charter
1277,91,Elementary SchoolK5–5,Watertown Unified,71,Lebanon Elementary,21.1%,
1278,-,Elementary SchoolPK–2,Watertown Unified,136,Lincoln Elementary,25.0%,
1279,66,Middle School6–8,Watertown Unified,772,Riverside Middle,6.3%,
1280,87,Elementary SchoolPK–5,Watertown Unified,305,Schurz Elementary,10.8%,
1281,65,High School9–12,Watertown Unified,"1,312",Watertown High,7.2%,
1282,84,Elementary SchoolK4–5,Waukesha,511,Banting Elementary,13.2%,
1283,66,Elementary SchoolK4–5,Waukesha,484,Bethesda Elementary,8.6%,
1284,79,Elementary SchoolK4–5,Waukesha,352,Blair Elementary,16.6%,
1285,69,Middle School6–8,Waukesha,909,Butler Middle,6.6%,
1286,80,Elementary SchoolK4–5,Waukesha,340,Hadfield Elementary,19.0%,
1287,66,Elementary SchoolK4–5,Waukesha,249,Hawthorne Elementary,19.8%,
1288,70,Elementary SchoolK4–5,Waukesha,429,Heyer Elementary,14.6%,
1289,90,Elementary SchoolK4–5,Waukesha,330,Hillcrest Elementary,12.1%,
1290,63,Middle School6–8,Waukesha,734,Horning Middle,9.7%,
1291,72,Middle School6–8,Waukesha,680,Les Paul Middle,6.0%,
1292,89,Elementary SchoolK4–5,Waukesha,273,Lowell Elementary,20.3%,
1293,92,Elementary SchoolK4–5,Waukesha,299,Meadowbrook Elementary,4.1%,
1294,66,High School9–12,Waukesha,"1,214",North High,9.4%,
1295,71,Elementary SchoolK4–5,Waukesha,324,Prairie Elementary,10.0%,
1296,89,Elementary SchoolK4–5,Waukesha,517,Rose Glen Elementary,3.6%,
1297,58,High School9–12,Waukesha,"1,006",South High,16.5%,
1298,69,Elementary SchoolK4–5,Waukesha,597,Summit View Elementary,7.7%,
1299,-,High School9–12,Waukesha,150,Waukesha Academy of Health Professions,17.3%,Charter
1300,-,High School9–12,Waukesha,70,Waukesha East Alternative School,31.4%,"Charter
Alternative"
1301,94,High School9–12,Waukesha,181,Waukesha Engineering Preparatory Academy,5.5%,Charter
1302,88,Elementary SchoolK4–8,Waukesha,799,Waukesha STEM Academy,7.1%,Charter
1303,-,High School12–12,Waukesha,37,Waukesha Transition Academy,10.8%,
1304,74,High School9–12,Waukesha,"1,177",West High,7.2%,
1305,-,Elementary SchoolK4–1,Waukesha,447,White Rock Campus,18.3%,
1306,98,Elementary SchoolPK–4,Waunakee Community,462,Arboretum Elementary,1.7%,
1307,83,Elementary SchoolPK–4,Waunakee Community,378,Waunakee Heritage Elementary,9.1%,
1308,79,High School9–12,Waunakee Community,"1,251",Waunakee High,3.3%,
1309,89,Elementary School5–6,Waunakee Community,620,Waunakee Intermediate,2.3%,
1310,84,Middle School7–8,Waunakee Community,655,Waunakee Middle,2.8%,
1311,-,Elementary SchoolK4–2,Waupaca,92,Chain O Lakes Elementary,5.4%,
1312,71,High School9–12,Waupaca,674,Waupaca High,8.9%,
1313,85,Elementary SchoolK4–4,Waupaca,698,Waupaca Learning Center Elementary,5.7%,
1314,-,Elementary SchoolK4–1,Waupun,399,Meadow View Primary,6.6%,
1315,71,Elementary School2–6,Waupun,602,Rock River Intermediate,5.8%,
1316,89,Elementary SchoolK4–8,Waupun,125,School for Agricultural and Environmental Studies,20.0%,Charter
1317,73,Junior High School7–8,Waupun,245,Waupun Area Junior High,6.5%,
1318,65,High School9–12,Wausau,"1,027",East High,9.8%,
1319,51,High School6–12,Wausau,82,Enrich Excel Achieve Learning Academy,37.8%,"Charter
Alternative"
1320,60,Elementary SchoolK5–5,Wausau,311,Franklin Elementary,35.0%,
1321,78,Elementary SchoolK4–5,Wausau,579,G D Jones Elementary,16.3%,
1322,78,Elementary SchoolK5–5,Wausau,219,Grant Elementary,28.8%,
1323,71,Elementary SchoolK4–5,Wausau,275,Hawthorn Hills Elementary,38.9%,
1324,72,Elementary SchoolK5–5,Wausau,124,Hewitt-Texas Elementary,10.5%,
1325,81,Middle School6–10,Wausau,706,Horace Mann Middle,7.9%,
1326,71,Elementary SchoolK5–5,Wausau,323,John Marshall Elementary,32.2%,
1327,79,Middle School6–9,Wausau,"1,000",John Muir Middle,5.1%,
1328,70,Elementary SchoolK5–5,Wausau,274,Lincoln Elementary,40.2%,
1329,80,Elementary SchoolK5–5,Wausau,244,Maine Elementary,12.3%,
1330,81,Elementary SchoolK5–5,Wausau,244,Rib Mountain Elementary,13.5%,
1331,64,Elementary SchoolK4–5,Wausau,477,Riverview Elementary,21.9%,
1332,79,Elementary SchoolK5–5,Wausau,222,South Mountain Elementary,8.1%,
1333,81,Elementary SchoolK5–5,Wausau,285,Stettin Elementary,13.3%,
1334,76,Elementary SchoolK4–5,Wausau,472,Thomas Jefferson Elementary,35.8%,
1335,65,Elementary SchoolK5–6,Wausau,137,Wausau Area Montessori Charter School,17.5%,Charter
1336,-,High School6–12,Wausau,23,Wausau Area Virtual Education,52.2%,
1337,81,High School9–12,Wausau,67,Wausau Engineering and Global Leadership Academy,17.9%,Charter
1338,78,Elementary SchoolK4–6,Wausaukee,229,Wausaukee Elementary,4.1%,
1339,58,High School9–12,Wausaukee,159,Wausaukee High,4.4%,
1340,67,Elementary/Secondary School4–8,Wautoma Area,440,Parkside School,7.7%,
1341,86,Elementary SchoolK5–5,Wautoma Area,122,Redgranite Elementary,18.9%,
1342,76,Elementary SchoolK4–3,Wautoma Area,381,Riverview Elementary,9.8%,
1343,76,High School9–12,Wauwatosa,"1,087",East High,3.3%,
1344,76,Elementary SchoolK4–5,Wauwatosa,393,Eisenhower Elementary,7.6%,
1345,85,Elementary SchoolK4–5,Wauwatosa,288,Jefferson Elementary,7.5%,
1346,93,Elementary SchoolK4–5,Wauwatosa,302,Lincoln Elementary,6.4%,
1347,73,Middle School6–8,Wauwatosa,872,Longfellow Middle,3.6%,
1348,71,Elementary SchoolK4–5,Wauwatosa,310,Madison Elementary,8.3%,
1349,86,Elementary SchoolK4–5,Wauwatosa,414,McKinley Elementary,7.1%,
1350,87,Elementary SchoolK4–5,Wauwatosa,395,Roosevelt Elementary,6.5%,
1351,73,Elementary SchoolK4–5,Wauwatosa,289,Underwood Elementary,12.4%,
1352,78,Elementary SchoolK4–5,Wauwatosa,341,Washington Elementary,8.6%,
1353,92,Elementary SchoolK4–8,Wauwatosa,165,Wauwatosa Montessori School,6.2%,
1354,98,Elementary SchoolK5–5,Wauwatosa,133,Wauwatosa STEM,1.5%,Charter
1355,32,High School6–12,Wauwatosa,97,Wauwatosa Virtual Academy,50.5%,"Charter
Virtual"
1356,73,High School9–12,Wauwatosa,"1,074",West High,5.1%,
1357,75,Middle School6–8,Wauwatosa,709,Whitman Middle,4.1%,
1358,79,Elementary SchoolK4–5,Wauzeka-Steuben,120,Wauzeka Elementary,6.6%,
1359,60,High School9–12,Wauzeka-Steuben,98,Wauzeka High,1.0%,
1360,72,Elementary SchoolK4–4,Webster,290,Webster Elementary,8.0%,
1361,61,High School9–12,Webster,197,Webster High,10.2%,
1362,50,High School9–12,West Allis-West Milwaukee,"1,304",Central High,18.3%,
1363,76,Middle School6–8,West Allis-West Milwaukee,684,Frank Lloyd Wright Intermediate,7.6%,
1364,69,Elementary SchoolK4–5,West Allis-West Milwaukee,367,Franklin Elementary,10.5%,
1365,71,Elementary SchoolK4–5,West Allis-West Milwaukee,391,Hoover Elementary,16.2%,
1366,64,Elementary SchoolK4–5,West Allis-West Milwaukee,495,Horace Mann Elementary,22.5%,
1367,70,Elementary SchoolK4–5,West Allis-West Milwaukee,501,Irving Elementary,15.0%,
1368,68,Elementary SchoolK4–5,West Allis-West Milwaukee,570,Jefferson Elementary,14.4%,
1369,73,Middle School6–8,West Allis-West Milwaukee,537,Lane Intermediate,10.6%,
1370,53,Middle School6–8,West Allis-West Milwaukee,251,Lincoln Intermediate,70.5%,Closed
1371,58,Elementary SchoolK4–5,West Allis-West Milwaukee,293,Longfellow Elementary,12.3%,
1372,65,Elementary SchoolK4–5,West Allis-West Milwaukee,226,Madison Elementary,13.8%,
1373,65,Elementary SchoolK4–5,West Allis-West Milwaukee,405,Mitchell Elementary,11.8%,
1374,63,High School9–12,West Allis-West Milwaukee,"1,503",Nathan Hale High,11.0%,
1375,73,Elementary SchoolK4–5,West Allis-West Milwaukee,273,Pershing Elementary,14.2%,
1376,-,High School7–12,West Allis-West Milwaukee,15,Shared Journeys,-,"Charter
Alternative"
1377,83,Elementary SchoolK4–5,West Allis-West Milwaukee,383,Walker Elementary,13.5%,
1378,-,High School9–12,West Allis-West Milwaukee,170,West Allis-West Milwaukee Learning Center,23.5%,Alternative
1379,61,Middle School6–8,West Allis-West Milwaukee,367,West Milwaukee Intermediate,13.1%,
1380,72,Middle School7–8,West Bend,953,Badger Middle,4.3%,
